C1_00010W_A	C1_00010W_B
C3_01700W_A	C3_01700W_B
C3_01710C_A	C3_01710C_B
C3_01720C_A	C3_01720C_B
C3_01730C_A	C3_01730C_B
C3_01740C_A	C3_01740C_B
C3_01750C_A	C3_01750C_B
C3_01760W_A	C3_01760W_B
C3_01770C_A	C3_01770C_B
C3_01780C_A	C3_01780C_B
C3_01790C_A	C3_01790C_B
C3_01800C_A	C3_01800C_B
C3_01810C_A	C3_01810C_B
C3_01820W_A	C3_01820W_B
C3_01830C_A	C3_01830C_B
C3_01850W_A	C3_01850W_B
C3_01860C_A	C3_01860C_B
C3_01880W_A	C3_01880W_B
C3_01890C_A	C3_01890C_B
C3_01900C_A	C3_01900C_B
C3_01910C_A	C3_01910C_B
C3_01930W_A	C3_01930W_B
C3_01940C_A	C3_01940C_B
C3_01950C_A	C3_01950C_B
C3_01960C_A	C3_01960C_B
C3_01970C_A	C3_01970C_B
C3_01980C_A	C3_01980C_B
C3_01990W_A	C3_01990W_B
C3_02000W_A	C3_02000W_B
C3_02010C_A	C3_02010C_B
C3_02020W_A	C3_02020W_B
C3_02030W_A	C3_02030W_B
C3_02040C_A	C3_02040C_B
C3_02060W_A	C3_02060W_B
C3_02070C_A	C3_02070C_B
C3_02080W_A	C3_02080W_B
C3_02090C_A	C3_02090C_B
C3_02100W_A	C3_02100W_B
C3_02110W_A	C3_02110W_B
C3_02120W_A	C3_02120W_B
C3_02130W_A	C3_02130W_B
C3_02140C_A	C3_02140C_B
C3_02150C_A	C3_02150C_B
C3_02160C_A	C3_02160C_B
C3_02170C_A	C3_02170C_B
C3_02180C_A	C3_02180C_B
C3_02190C_A	C3_02190C_B
C3_02200W_A	C3_02200W_B
C3_02210C_A	C3_02210C_B
C3_02220W_A	C3_02220W_B
C3_02230C_A	C3_02230C_B
C3_02240C_A	C3_02240C_B
C3_02250C_A	C3_02250C_B
C3_02260C_A	C3_02260C_B
C3_02270W_A	C3_02270W_B
C3_02280C_A	C3_02280C_B
C3_02290W_A	C3_02290W_B
C3_02300W_A	C3_02300W_B
C3_02310W_A	C3_02310W_B
C3_02320W_A	C3_02320W_B
C3_02330C_A	C3_02330C_B
C3_02340W_A	C3_02340W_B
C3_02350W_A	C3_02350W_B
C3_02360C_A	C3_02360C_B
C3_02370C_A	C3_02370C_B
C3_02390W_A	C3_02390W_B
C3_02400C_A	C3_02400C_B
C3_02410C_A	C3_02410C_B
C3_02420C_A	C3_02420C_B
C3_02430W_A	C3_02430W_B
C3_02440C_A	C3_02440C_B
C3_02450W_A	C3_02450W_B
C3_02460C_A	C3_02460C_B
C3_02470C_A	C3_02470C_B
C3_02480C_A	C3_02480C_B
C3_02490C_A	C3_02490C_B
C3_02500W_A	C3_02500W_B
C3_02530W_A	C3_02530W_B
C3_02540C_A	C3_02540C_B
C3_02550C_A	C3_02550C_B
C3_02560W_A	C3_02560W_B
C3_02570W_A	C3_02570W_B
C3_02580C_A	C3_02580C_B
C3_02590W_A	C3_02590W_B
C3_02600C_A	C3_02600C_B
C3_02610C_A	C3_02610C_B
C3_02620C_A	C3_02620C_B
C3_02630C_A	C3_02630C_B
C3_02640C_A	C3_02640C_B
C3_02650W_A	C3_02650W_B
C3_02660W_A	C3_02660W_B
C3_02670W_A	C3_02670W_B
C3_02680C_A	C3_02680C_B
C3_02690C_A	C3_02690C_B
C3_02700W_A	C3_02700W_B
C3_02710W_A	C3_02710W_B
C3_02720W_A	C3_02720W_B
C3_02750W_A	C3_02750W_B
C3_02760C_A	C3_02760C_B
C3_02770C_A	C3_02770C_B
C3_02790W_A	C3_02790W_B
C3_02800W_A	C3_02800W_B
C3_02810C_A	C3_02810C_B
C3_02820C_A	C3_02820C_B
C3_02840W_A	C3_02840W_B
C3_02850C_A	C3_02850C_B
C3_02860W_A	C3_02860W_B
C3_02870C_A	C3_02870C_B
C3_02880W_A	C3_03010C_B	C3_03010C_A	C3_02880W_B
C3_02890C_A	C3_03000W_A	C3_02890C_B	C3_03000W_B
C3_02900W_A	C3_02900W_B	C3_02990C_B	C3_02990C_A
C3_02910W_A	C3_02980C_A	C3_02980C_B	C3_02910W_B
C3_02920W_A	C3_02920W_B
C3_02930W_A	C3_02930W_B
C3_02940C_A	C3_02940C_B
C3_02950C_A	C3_02950C_B
C3_02960C_A	C3_02960C_B
C3_02970C_A	C3_02970C_B
C3_03020W_A	C3_03020W_B
C3_03030C_A	C3_03030C_B
C3_03040W_A	C3_03040W_B
C3_03050C_A	C3_03050C_B
C3_03060W_A	C3_03060W_B
C3_03070W_A	C3_03070W_B
C3_03080W_A	C3_03080W_B
C3_03090W_A	C3_03090W_B
C3_03100C_A	C3_03100C_B
C3_03110W_A	C3_03110W_B
C3_03120C_A	C3_03120C_B
C3_03130C_A	C3_03130C_B	C3_03630W_B	C3_03630W_A
C3_03140C_A	C3_03610W_B	C3_03610W_A	C3_03140C_B
C3_03150W_A	C3_03150W_B
C3_03160C_A	C3_03160C_B
C3_03170W_A	C3_03170W_B
C3_03180C_A	C3_03180C_B
C3_03190C_A	C3_03190C_B
C3_03200C_A	C3_03200C_B
C3_03210W_A	C3_03210W_B
C3_03230C_A	C3_03230C_B
C3_03240C_A	C3_03240C_B
C3_03250W_A	C3_03250W_B
C3_03260W_A	C3_03260W_B
C3_03270W_A	C3_03270W_B
C3_03280C_A	C3_03280C_B
C3_03290C_A	C3_03290C_B
C3_03310C_A	C3_03310C_B
C3_03320W_A	C3_03320W_B
C3_03330C_A	C3_03330C_B
C3_03340C_A	C3_03340C_B
C3_03360W_A	C3_03360W_B
C3_03370C_A	C3_03370C_B
C3_03380W_A	C3_03380W_B
C3_03390C_A	C3_03390C_B
C3_03400C_A	C3_03400C_B
C3_03410C_A	C3_03410C_B
C3_03420C_A	C3_03420C_B
C3_03430C_A	C3_03430C_B
C3_03440C_A	C3_03440C_B
C3_03450C_A	C3_03450C_B
C3_03460C_A	C3_03460C_B
C3_03470W_A	C3_03470W_B
C3_03480C_A	C3_03480C_B
C3_03490W_A	C3_03490W_B
C3_03500W_A	C3_03500W_B
C3_03510C_A	C3_03510C_B
C3_03520C_A	C3_03520C_B
C3_03530W_A	C3_03530W_B
C3_03540W_A	C3_03540W_B
C3_03550C_A	C3_03550C_B
C3_03560W_A	C3_03560W_B
C3_03570C_A	C3_03570C_B
C3_03580C_A	C3_03580C_B
C3_03590W_A	C3_03590W_B	C3_03730C_B	C3_03730C_A
C3_03600C_A	C3_03600C_B
C3_03620C_A	C3_03620C_B
C3_03640W_A	C3_03640W_B
C3_03650W_A	C3_03650W_B
C3_03660W_A	C3_03660W_B
C3_03670W_A	C3_03670W_B
C3_03680W_A	C3_03680W_B
C3_03690W_A	C3_03690W_B
C3_03700C_A	C3_03700C_B
C3_03710W_A	C3_03710W_B
C3_03720W_A	C3_03720W_B
C3_03740W_A	C3_03740W_B
C3_03750C_A	C3_03750C_B
C3_03760W_A	C3_03760W_B
C3_03770C_A	C3_03770C_B
C3_03780W_A	C3_03780W_B
C3_03790W_A	C3_03790W_B
C3_03800W_A	C3_03800W_B
C3_03810W_A	C3_03810W_B
C3_03820C_A	C3_03820C_B
C3_03830W_A	C3_03830W_B
C3_03840C_A	C3_03840C_B
C3_03850C_A	C3_03850C_B
C3_03860W_A	C3_03860W_B
C3_03870C_A	C3_03870C_B
C3_03880C_A	C3_03880C_B
C3_03890W_A	C3_03890W_B
C3_03920W_A	C3_03920W_B
C3_03930W_A	C3_03930W_B
C3_03940C_A	C3_03940C_B
C3_03970W_A	C3_03970W_B
C3_03980C_A	C3_03980C_B
C3_03990C_A	C3_03990C_B
C3_04000C_A	C3_04000C_B
C3_04020C_A	C3_04020C_B
C3_04030C_A	C3_04030C_B
C3_04040W_A	C3_04040W_B
C3_04060C_A	C3_04060C_B
C3_04070C_A	C3_04070C_B
C3_04080W_A	C3_04080W_B
C3_04090W_A	C3_04090W_B
C3_04100W_A	C3_04100W_B
C3_04110C_A	C3_04110C_B
C3_04120C_A	C3_04120C_B
C3_04130W_A	C3_04130W_B
C3_04140C_A	C3_04140C_B
C3_04160W_A	C3_04160W_B
C3_04170W_A	C3_04170W_B
C3_04180W_A	C3_04180W_B
C3_04190W_A	C3_04190W_B
C3_04200W_A	C3_04200W_B
C3_04210W_A	C3_04210W_B
C3_04220C_A	C3_04220C_B
C3_04230W_A	C3_04230W_B
C3_04240C_A	C3_04240C_B
C3_04250W_A	C3_04250W_B
C3_04260W_A	C3_04260W_B
C3_04270C_A	C3_04270C_B
C3_04290C_A	C3_04290C_B
C3_04300C_A	C3_04300C_B
C3_04310C_A	C3_04310C_B
C3_04320W_A	C3_04320W_B
C3_04330C_A	C3_04330C_B
C3_04340W_A	C3_04340W_B
C3_04350C_A	C3_04350C_B
C3_04360W_A	C3_04360W_B
C3_04370C_A	C3_04370C_B
C3_04380C_A	C3_04380C_B
C3_04390W_A	C3_04390W_B
C3_04400C_A	C3_04400C_B
C3_04410C_A	C3_04410C_B
C3_04420W_A	C3_04420W_B
C3_04430W_A	C3_04430W_B
C3_04440C_A	C3_04440C_B
C3_04450C_A	C3_04450C_B
C3_04460W_A	C3_04460W_B
C3_04470W_A	C3_04470W_B
C3_04480C_A	C3_04480C_B
C3_04490W_A	C3_04490W_B
C3_04500C_A	C3_04500C_B
C3_04510W_A	C3_04510W_B
C3_04520C_A	C3_04520C_B
C3_04530C_A	C3_04530C_B
C3_04540C_A	C3_04540C_B
C3_04550C_A	C3_04550C_B
C3_04560W_A	C3_04560W_B
C3_04570C_A	C3_04570C_B
C3_04580C_A	C3_04580C_B
C3_04590W_A	C3_04590W_B
C3_04600C_A	C3_04600C_B
C3_04610W_A	C3_04610W_B
C3_04620C_A	C3_04620C_B
C3_04630W_A	C3_04630W_B
C3_04640W_A	C3_04640W_B
C3_04650W_A	C3_04650W_B
C3_04660C_A	C3_04660C_B
C3_04670C_A	C3_04670C_B
C3_04680W_A	C3_04680W_B
C3_04690C_A	C3_04690C_B
C3_04700W_A	C3_04700W_B
C3_04710W_A	C3_04710W_B
C3_04720C_A	C3_04720C_B
C3_04730C_A	C3_04730C_B
C3_04740C_A	C3_04740C_B
C3_04750W_A	C3_04750W_B
C3_04760C_A	C3_04760C_B
C3_04770C_A	C3_04770C_B
C3_04780C_A	C3_04780C_B
C3_04790W_A	C3_04790W_B
C3_04800C_A	C3_04800C_B
C3_04810C_A	C3_04810C_B
C3_04820C_A	C3_04820C_B
C3_04830C_A	C3_04830C_B
C3_04840C_A	C3_04840C_B
C3_04870W_A	C3_04870W_B
C3_04880W_A	C3_04880W_B
C3_04890W_A	C3_04890W_B
C3_04900W_A	C3_04900W_B
C3_04910C_A	C3_04910C_B
C3_04920C_A	C3_04920C_B
C3_04930C_A	C3_04930C_B
C3_04940W_A	C3_04940W_B
C3_04950W_A	CR_08700C_B	CR_08700C_A	C3_04950W_B
C3_04960W_A	C3_04960W_B
C3_04970C_A	C3_04970C_B
C3_04980W_A	C3_04980W_B
C3_05000W_A	C3_05000W_B
C3_05010C_A	C3_05010C_B
C3_05020W_A	C3_05020W_B
C3_05030W_A	C3_05030W_B
C3_05040C_A	C3_05040C_B
C3_05050W_A	C3_05050W_B
C3_05060W_A	C3_05060W_B
C3_05070W_A	C3_05070W_B
C3_05080W_A	C3_05080W_B
C3_05090C_A	C3_05090C_B
C3_05100C_A	C3_05100C_B
C3_05110W_A	C3_05110W_B
C3_05120C_A	C3_05120C_B
C3_05130C_A	C3_05130C_B
C3_05140C_A	C3_05140C_B
C3_05150W_A	C3_05150W_B
C3_05160C_A	C3_05160C_B
C3_05170W_A	C3_05170W_B
C3_05180W_A	C3_05180W_B
C3_05190C_A	C3_05190C_B
C3_05200W_A	C3_05200W_B
C3_05210C_A	C3_05210C_B
C3_05220W_A	C3_05220W_B
C3_05230W_A	C3_05230W_B
C3_05250C_A	C3_05250C_B
C3_05270C_A	C3_05270C_B
C3_05280C_A	C3_05280C_B
C3_05290C_A	C3_05290C_B
C3_05300C_A	C3_05300C_B
C3_05310W_A	C3_05310W_B
C3_05320W_A	C3_05320W_B
C3_05330C_A	C3_05330C_B
C3_05340W_A	C3_05340W_B
C3_05350C_A	C3_05350C_B
C3_05360C_A	C3_05360C_B
C3_05370C_A	C3_05370C_B
C3_05380W_A	C3_05380W_B
C3_05390C_A	C3_05390C_B
C3_05400C_A	C3_05400C_B
C3_05410W_A	C3_05410W_B
C3_05420W_A	C3_05420W_B
C3_05430W_A	C3_05430W_B
C3_05440C_A	C3_05440C_B
C3_05450C_A	C3_05450C_B
C3_05460W_A	C3_05460W_B
C3_05470W_A	C3_05470W_B
C3_05510W_A	C3_05510W_B
C3_05520C_A	C3_05520C_B
C3_05530W_A	C3_05530W_B
C3_05540C_A	C3_05540C_B
C3_05550C_A	C3_05550C_B
C3_05560W_A	C3_05560W_B
C3_05570W_A	C3_05570W_B
C3_05580C_A	C3_05580C_B
C3_05590C_A	C3_05590C_B
C3_05600W_A	C3_05600W_B
C3_05610W_A	C3_05610W_B
C3_05620W_A	C3_05620W_B
C3_05630W_A	C3_05630W_B
C3_05640W_A	C3_05640W_B
C3_05650W_A	C3_05650W_B
C3_05660C_A	C3_05660C_B
C3_05670C_A	C3_05670C_B
C3_05680W_A	C3_05680W_B
C3_05700W_A	C3_05700W_B
C3_05710W_A	C3_05710W_B
C3_05720C_A	C3_05720C_B
C3_05730C_A	C3_05730C_B
C3_05740C_A	C3_05740C_B
C3_05750C_A	C3_05750C_B
C3_05760W_A	C3_05760W_B
C3_05770C_A	C3_05770C_B
C3_05780C_A	C3_05780C_B
C3_05790C_A	C3_05790C_B
C3_05800W_A	C3_05800W_B
C3_05810C_A	C3_05810C_B
C3_05830W_A	C3_05830W_B
C3_05840W_A	C3_05840W_B
C3_05850W_A	C3_05850W_B
C3_05860C_A	C3_05860C_B
C3_05870C_A	C3_05870C_B
C3_05880C_A	C3_05880C_B
C3_05890W_A	C3_05890W_B
C3_05900W_A	C3_05900W_B
C3_05910W_A	C3_05910W_B
C3_05920W_A	C3_05920W_B
C3_05930W_A	C3_05930W_B
C3_05940C_A	C3_05940C_B
C3_05950W_A	C3_05950W_B
C3_05960W_A	C3_05960W_B
C3_05980C_A	C3_05980C_B
C3_05990C_A	C3_05990C_B
C3_06000W_A	C3_06000W_B
C3_06010W_A	C3_06010W_B
C3_06020W_A	C3_06020W_B
C3_06030W_A	C3_06030W_B
C3_06040W_A	C3_06040W_B
C3_06050C_A	C3_06050C_B
C3_06060W_A	C3_06060W_B
C3_06070C_A	C3_06070C_B
C3_06080W_A	C3_06080W_B
C3_06090C_A	C3_06090C_B
C3_06100C_A	C3_06100C_B
C3_06110C_A	C3_06110C_B
C3_06120C_A	C3_06120C_B
C3_06130W_A	C3_06130W_B
C3_06140W_A	C3_06140W_B
C3_06150W_A	C3_06150W_B
C3_06160C_A	C3_06160C_B	C3_06380W_B	C3_06380W_A	C3_06390W_B	C3_06390W_A
C3_06170C_A	C3_06350W_B	C3_06350W_A	C3_06170C_B
C3_06180C_A	C3_06180C_B	C3_06330W_B	C3_06330W_A
C3_06190C_A	C3_06190C_B
C3_06200C_A	C3_06200C_B
C3_06210C_A	C3_06210C_B
C3_06220C_A	C3_06220C_B
C3_06230W_A	C3_06230W_B
C3_06240C_A	C3_06240C_B
C3_06250W_A	C3_06250W_B
C3_06260C_A	C3_06260C_B
C3_06270C_A	C3_06270C_B
C3_06280W_A	C3_06280W_B
C3_06290W_A	C3_06290W_B
C3_06300W_A	C3_06300W_B
C3_06310C_A	C3_06310C_B
C3_06320W_A	C3_06320W_B
C3_06340W_A	C3_06340W_B
C3_06360C_A	C3_06360C_B
C3_06370C_A	C3_06370C_B
C3_06400C_A	C3_06400C_B
C3_06410C_A	C3_06410C_B
C3_06420C_A	C3_06420C_B
C3_06430W_A	C3_06430W_B
C3_06440W_A	C3_06440W_B
C3_06450W_A	C3_06450W_B
C3_06470W_A	C3_06470W_B
C3_06480C_A	C3_06480C_B
C3_06490W_A	C3_06490W_B
C3_06500W_A	C3_06500W_B
C3_06510C_A	C3_06510C_B
C3_06520C_A	C3_06520C_B
C3_06530W_A	C3_06530W_B
C3_06540C_A	C3_06540C_B
C3_06550C_A	C3_06550C_B
C3_06560W_A	C3_06560W_B
C3_06570C_A	C3_06570C_B
C3_06580W_A	C3_06580W_B
C3_06590W_A	C3_06590W_B
C3_06600C_A	C3_06600C_B
C3_06610W_A	C3_06610W_B
C3_06620W_A	C3_06620W_B
C3_06630W_A	C3_06630W_B
C3_06640W_A	C3_06640W_B
C3_06650C_A	C3_06650C_B
C3_06660C_A	C3_06660C_B
C3_06670C_A	C3_06670C_B
C3_06680C_A	C3_06680C_B
C3_06690C_A	C3_06690C_B
C3_06700C_A	C3_06700C_B
C3_06710W_A	C3_06710W_B
C3_06720W_A	C3_06720W_B
C3_06730W_A	C3_06730W_B
C3_06740W_A	C3_06740W_B
C3_06750W_A	C3_06750W_B
C3_06760W_A	C3_06760W_B
C3_06770W_A	C3_06770W_B
C3_06780C_A	C3_06780C_B
C3_06790W_A	C3_06790W_B
C3_06800C_A	C3_06800C_B
C3_06810W_A	C3_06810W_B
C3_06820C_A	C3_06820C_B
C3_06830C_A	C3_06830C_B
C3_06850W_A	C3_06850W_B
C3_06860C_A	C3_06860C_B
C3_06870W_A	C3_06870W_B
C3_06880W_A	C3_06880W_B
C3_06890W_A	C3_06890W_B
C3_06900W_A	C3_06900W_B
C3_06910C_A	C3_06910C_B
C3_06920W_A	C3_06920W_B
C3_06940W_A	C3_06940W_B
C3_06950W_A	C3_06950W_B
C3_06970W_A	C3_06970W_B
C3_06980W_A	C3_06980W_B
C3_06990W_A	C3_06990W_B
C3_07000W_A	C3_07000W_B
C3_07010W_A	C3_07010W_B
C3_07020W_A	C3_07020W_B
C3_07040C_A	C3_07040C_B
C3_07050W_A	C3_07050W_B
C3_07060W_A	C3_07060W_B
C3_07080W_A	C3_07080W_B
C3_07100C_A	C3_07100C_B
C3_07110W_A	C3_07110W_B
C3_07120W_A	C3_07120W_B
C3_07130W_A	C3_07130W_B
C3_07140C_A	C3_07140C_B
C3_07150C_A	C3_07150C_B
C3_07160W_A	C3_07160W_B
C3_07170C_A	C3_07170C_B
C3_07180C_A	C3_07180C_B
C3_07200C_A	C3_07200C_B
C3_07210W_A	C3_07210W_B
C3_07220C_A	C3_07220C_B
C3_07230W_A	C3_07230W_B
C3_07240W_A	C3_07240W_B
C3_07250W_A	C3_07250W_B
C3_07260C_A	C3_07260C_B
C3_07270C_A	C3_07270C_B	C4_07180W_B	C4_07180W_A	AT3G62250.TAIR10	AT2G35635.TAIR10	AT5G37640.TAIR10	AT1G23410.TAIR10	AT1G65350.TAIR10	AT1G55060.TAIR10	AT2G47110.TAIR10	AT4G05320.TAIR10	AT4G02890.TAIR10	AT4G05050.TAIR10	AT3G52590.TAIR10	AT5G20620.TAIR10	AT1G31340.TAIR10	AT3G09790.TAIR10	AT5G03240.TAIR10	AT2G36170.TAIR10
C3_07280C_A	C3_07280C_B
C3_07290W_A	C3_07290W_B
C3_07300W_A	C3_07300W_B
C3_07310C_A	C3_07310C_B
C3_07320W_A	C3_07320W_B
C3_07330W_A	C3_07330W_B
C3_07340W_A	C3_07340W_B
C3_07350W_A	C3_07350W_B
C3_07360W_A	C3_07360W_B
C3_07370W_A	C3_07370W_B
C3_07380W_A	C3_07380W_B
C3_07390C_A	C3_07390C_B
C3_07400W_A	C3_07400W_B
C3_07410C_A	C3_07410C_B
C3_07420W_A	C3_07420W_B
C3_07430W_A	C3_07430W_B
C3_07440W_A	C3_07440W_B
C3_07450C_A	C3_07450C_B
C3_07460W_A	C3_07460W_B
C3_07470W_A	C3_07470W_B
C3_07480W_A	C3_07480W_B
C3_07490W_A	C3_07490W_B
C3_07500W_A	C3_07500W_B
C3_07540C_A	C3_07540C_B
C3_07550C_A	C3_07550C_B
C3_07560W_A	C3_07560W_B
C3_07570C_A	C3_07570C_B
C3_07580W_A	C3_07580W_B
C3_07590W_A	C3_07590W_B
C3_07600W_A	C3_07600W_B
C3_07610W_A	C3_07610W_B
C3_07620C_A	C3_07620C_B
C3_07630C_A	C3_07630C_B
C3_07640C_A	C3_07640C_B
C3_07650C_A	C3_07650C_B
C3_07660W_A	C3_07660W_B
C3_07670W_A	C3_07670W_B
C3_07680W_A	C3_07680W_B
C3_07690C_A	C3_07690C_B
C3_07700W_A	C3_07700W_B
C3_07710W_A	C3_07710W_B
C3_07720C_A	C3_07720C_B
C3_07730W_A	C3_07730W_B
C3_07740W_A	C3_07740W_B
C3_07750W_A	C3_07750W_B
C3_07760C_A	C3_07760C_B
C3_07770C_A	C3_07770C_B
C3_07780C_A	C3_07780C_B
C3_07790W_A	C3_07790W_B
C3_07800C_A	C3_07800C_B
C3_07810C_A	C3_07810C_B
C3_07820W_A	C3_07820W_B
C3_07830W_A	C3_07830W_B
C3_07840C_A	C3_07840C_B
C3_07850W_A	C3_07850W_B
C3_07860C_A	C3_07860C_B
C3_07870W_A	C3_07870W_B
C3_07880C_A	C3_07880C_B
C3_07890W_A	C3_07890W_B
C3_07900C_A	C3_07900C_B
C3_07910W_A	C3_07920W_A	C3_07920W_B	C3_07910W_B
C3_07930C_A	C3_07930C_B
C3_07940W_A	C3_07940W_B
C3_07950C_A	C3_07950C_B
C3_07980C_A	C3_07980C_B
C4_00020W_A	C4_00020W_B
C4_00030C_A	C4_00030C_B
C4_00040W_A	C4_00040W_B
C4_00050W_A	C4_00050W_B
C4_00060W_A	C4_00060W_B
C4_00070C_A	C4_00070C_B
C4_00080C_A	C4_00080C_B
C4_00090W_A	C4_00090W_B
C4_00100C_A	C4_00100C_B
C4_00110C_A	C4_00110C_B
C4_00120W_A	C4_00120W_B
C4_00130W_A	C4_00130W_B
C4_00140C_A	C4_00140C_B
C4_00150C_A	C4_00150C_B
C4_00160C_A	C4_00160C_B
C4_00170W_A	C4_00170W_B
C4_00180W_A	C4_00180W_B
C4_00190W_A	C4_00190W_B
C4_00200C_A	C4_00200C_B
C4_00210W_A	C4_00210W_B
C4_00220C_A	C4_00220C_B
C4_00230W_A	C4_00230W_B
C4_00240C_A	C4_00240C_B
C4_00250W_A	C4_00250W_B
C4_00260W_A	C4_00260W_B
C4_00270W_A	C4_00270W_B
C4_00280W_A	C4_00280W_B
C4_00290C_A	C4_00290C_B
C4_00300C_A	C4_00300C_B
C4_00310C_A	C4_00310C_B
C4_00320C_A	C4_00320C_B
C4_00330C_A	C4_00330C_B
C4_00340W_A	C4_00340W_B
C4_00350W_A	C4_00350W_B
C4_00360C_A	C4_00360C_B
C4_00370W_A	C4_00370W_B
C4_00380W_A	C4_00380W_B
C4_00390W_A	C4_00390W_B
C4_00400W_A	C4_00400W_B
C4_00410W_A	C4_00410W_B
C4_00420C_A	C4_00420C_B
C4_00430W_A	C4_00430W_B
C4_00440C_A	C4_00440C_B
C4_00450C_A	C4_00450C_B
C4_00460C_A	C4_00460C_B
C4_00470C_A	C4_00470C_B
C4_00480W_A	C4_00480W_B
C4_00490W_A	C4_00690C_A	C4_00490W_B	C4_00690C_B
C4_00500W_A	C4_00500W_B
C4_00510C_A	C4_00510C_B
C4_00520W_A	C4_00520W_B
C4_00530C_A	C4_00530C_B
C4_00540C_A	C4_00540C_B
C4_00560C_A	C4_00560C_B
C4_00570C_A	C4_00570C_B
C4_00580W_A	C4_00580W_B
C4_00590C_A	C4_00590C_B
C4_00600C_A	C4_00600C_B
C4_00610W_A	C4_00610W_B
C4_00620C_A	C4_00620C_B
C4_00630C_A	C4_00630C_B
C4_00640W_A	C4_00640W_B
C4_00650W_A	C4_00650W_B
C4_00660W_A	C4_00660W_B
C4_00670W_A	C4_00670W_B
C4_00680W_A	C4_00680W_B
C4_00700C_A	C4_00700C_B
C4_00710W_A	C4_00710W_B
C4_00720W_A	C4_00720W_B
C4_00730C_A	C4_00730C_B
C4_00740W_A	C4_00740W_B
C4_00750C_A	C4_00750C_B
C4_00760W_A	C4_00760W_B
C4_00770C_A	C4_00770C_B
C4_00780C_A	C4_00780C_B
C4_00790C_A	C4_00790C_B
C4_00800W_A	C4_00800W_B
C4_00810C_A	C4_00810C_B
C4_00820W_A	C4_00820W_B
C4_00830W_A	C4_00830W_B
C4_00840W_A	C4_00840W_B
C4_00850C_A	C4_00850C_B
C4_00860C_A	C4_00860C_B
C4_00880W_A	C4_00880W_B
C4_00890W_A	C4_00890W_B
C4_00910C_A	C4_00910C_B
C4_00920C_A	C4_00920C_B
C4_00940W_A	C4_00940W_B
C4_00950C_A	C4_00950C_B
C4_00960W_A	C4_00960W_B
C4_00970C_A	C4_00970C_B
C4_00980C_A	C4_00980C_B
C4_00990W_A	C4_00990W_B
C4_01000C_A	C4_01000C_B
C4_01010C_A	C4_01010C_B
C4_01030W_A	C4_01030W_B
C4_01050C_A	C4_01050C_B
C4_01060W_A	C4_01060W_B
C4_01070W_A	C4_01070W_B
C4_01080W_A	C4_01080W_B
C4_01090C_A	C4_01090C_B
C4_01100C_A	C4_01100C_B
C4_01120C_A	C4_01120C_B
C4_01130C_A	C4_01130C_B
C4_01140C_A	C4_01140C_B
C4_01150W_A	C4_01150W_B
C4_01160W_A	C4_01160W_B
C4_01170C_A	C4_01170C_B
C4_01180W_A	C4_01180W_B
C4_01190W_A	C4_01190W_B
C4_01200C_A	C4_01200C_B
C4_01220C_A	C4_01220C_B
C4_01230C_A	C4_01230C_B
C4_01240C_A	C4_01240C_B
C4_01250W_A	C4_01250W_B
C4_01270W_A	C4_01270W_B
C4_01280C_A	C4_01280C_B
C4_01300W_A	C4_01300W_B
C4_01310W_A	C4_01310W_B
C4_01320C_A	C4_01320C_B
C4_01330W_A	C4_01330W_B
C4_01340W_A	C4_01340W_B
C4_01350W_A	C4_01350W_B
C4_01360W_A	C4_01360W_B
C4_01370W_A	C4_01370W_B
C4_01380W_A	C4_01380W_B
C4_01390W_A	C4_01390W_B
C4_01400W_A	C4_01400W_B
C4_01410W_A	C4_01410W_B
C4_01420W_A	C4_01420W_B
C4_01430C_A	C4_01430C_B
C4_01440W_A	C4_01440W_B
C4_01450W_A	C4_01450W_B
C4_01460C_A	C4_01460C_B
C4_01470W_A	C4_01470W_B
C4_01480C_A	C4_01480C_B
C4_01490W_A	C4_01490W_B
C4_01500W_A	C4_01500W_B
C4_01510W_A	C4_01510W_B
C4_01520C_A	C4_01520C_B
C4_01530C_A	C4_01530C_B
C4_01550C_A	C4_01550C_B
C4_01560C_A	C4_01560C_B
C4_01650C_A	C4_01650C_B
C4_01660W_A	C4_01660W_B
C4_01670C_A	C4_01670C_B
C4_01680W_A	C4_01680W_B
C4_01690C_A	C4_01690C_B
C4_01700C_A	C4_01700C_B
C4_01710C_A	C4_01710C_B
C4_01720C_A	C4_01720C_B
C4_01730C_A	C4_01730C_B
C4_01740W_A	C4_01740W_B
C4_01750C_A	C4_01750C_B
C4_01760W_A	C4_01760W_B
C4_01770W_A	C4_01770W_B
C4_01780C_A	C4_01780C_B
C4_01790W_A	C4_01790W_B
C4_01800W_A	C4_01800W_B
C4_01820C_A	C4_01820C_B
C4_01830C_A	C4_01830C_B
C4_01840C_A	C4_01840C_B
C4_01850C_A	C4_01850C_B
C4_01860C_A	C4_01860C_B
C4_01870C_A	C4_01870C_B
C4_01880W_A	C4_01880W_B
C4_01890C_A	C4_01890C_B
C4_01900C_A	C4_01900C_B
C4_01910W_A	C4_01910W_B
C4_01920W_A	C4_01920W_B
C4_01930C_A	C4_01930C_B
C4_01940W_A	C4_01940W_B
C4_01950W_A	C4_01950W_B
C4_01960C_A	C4_01960C_B
C4_01970W_A	C4_01970W_B
C4_01980C_A	C4_01980C_B
C4_01990W_A	C4_01990W_B
C4_02000C_A	C4_02000C_B
C4_02010C_A	C4_02010C_B
